name,label
11395,0
11396,0
11397,0
11398,0
11399,0
11400,0
11401,0
11402,2
11403,2
11404,0
11405,2
11406,0
11407,0
11408,2
11409,0
11410,2
11411,0
11412,0
11413,0
11414,0
11415,0
11416,0
11417,0
11418,2
11419,0
11420,2
11421,2
11422,0
11423,0
11424,0
11425,2
11426,0
11427,0
11428,0
11429,0
11430,0
11431,0
11432,0
11433,0
11434,0
11435,0
11436,0
11437,0
11438,0
11439,0
11440,0
11441,0
11442,0
11443,0
11444,2
11445,0
11446,0
11447,0
11448,0
11449,0
11450,2
11451,0
11452,0
11453,0
11454,2
11455,0
11456,2
11457,0
11458,2
11459,2
11460,0
11461,2
11462,0
11463,0
11464,0
11465,0
11466,2
11467,0
11468,2
11469,0
11470,0
11471,2
11472,0
11473,2
11474,0
11475,0
11476,0
11477,0
11478,0
11479,0
11480,0
11481,0
11482,0
11483,2
11484,0
11485,0
11486,0
11487,2
11488,0
11489,0
11490,1
11491,0
11492,0
11493,2
11494,2
11495,2
11496,0
11497,0
11498,0
11499,0
11500,0
11501,0
11502,0
11503,0
11504,0
11505,0
11506,0
11507,0
11508,0
11509,0
11510,0
11511,0
11512,2
11513,2
11514,0
11515,0
11516,0
11517,2
11518,0
11519,0
11520,0
11521,2
11522,0
11523,0
11524,2
11525,0
11526,0
11527,0
11528,0
11529,0
11530,0
11531,2
11532,0
11533,2
11534,0
11535,0
11536,2
11537,0
11538,2
11539,0
11540,2
11541,2
11542,0
11543,0
11544,0
11545,0
11546,0
11547,0
11548,2
11549,0
11550,0
11551,0
11552,0
11553,0
11554,0
11555,0
11556,0
11557,2
11558,0
11559,0
11560,2
11561,0
11562,0
11563,0
11564,0
11565,2
11566,0
11567,0
11568,0
11569,0
11570,0
11571,0
11572,0
11573,0
11574,0
11575,0
11576,0
11577,0
11578,0
11579,0
11580,0
11581,0
11582,2
11583,0
11584,2
11585,0
11586,2
11587,0
11588,0
11589,0
11590,0
11591,2
11592,0
11593,0
11594,0
11595,0
11596,0
11597,0
11598,0
11599,0
11600,2
11601,0
11602,0
11603,1
11604,0
11605,0
11606,0
11607,0
11608,0
11609,0
11610,0
11611,0
11612,2
11613,0
11614,2
11615,0
11616,0
11617,0
11618,2
11619,0
11620,0
11621,0
11622,0
11623,0
11624,0
11625,0
11626,1
11627,0
11628,0
11629,0
11630,0
11631,2
11632,0
11633,0
11634,2
11635,2
11636,0
11637,0
11638,0
11639,2
11640,0
11641,0
11642,2
11643,2
11644,0
11645,0
11646,0
11647,0
11648,2
11649,0
11650,2
11651,0
11652,0
11653,0
11654,0
11655,0
11656,0
11657,0
11658,0
11659,2
11660,0
11661,0
11662,0
11663,2
11664,0
11665,0
11666,0
11667,1
11668,0
11669,0
11670,0
11671,2
11672,2
11673,0
11674,0
11675,0
11676,0
11677,0
11678,0
11679,2
11680,0
11681,0
11682,0
11683,0
11684,0
11685,0
11686,0
11687,0
11688,2
11689,2
11690,0
11691,0
11692,0
11693,0
11694,0
11695,0
11696,0
11697,0
11698,0
11699,2
11700,0
11701,0
11702,0
11703,0
11704,0
11705,0
11706,0
11707,0
11708,0
11709,0
11710,0
11711,0
11712,0
11713,0
11714,2
11715,0
11716,0
11717,2
11718,0
11719,2
11720,2
11721,2
11722,0
11723,0
11724,0
11725,2
11726,2
11727,2
11728,0
11729,0
11730,2
11731,0
11732,2
11733,2
11734,0
11735,0
11736,0
11737,2
11738,0
11739,0
11740,0
11741,0
11742,0
11743,2
11744,0
11745,0
11746,2
11747,0
11748,2
11749,0
11750,0
11751,0
11752,2
11753,0
11754,2
11755,0
11756,0
11757,0
11758,2
11759,0
11760,2
11761,0
11762,0
11763,0
11764,0
11765,0
11766,0
11767,0
11768,0
11769,0
11770,0
11771,0
11772,0
11773,2
11774,0
11775,0
11776,2
11777,1
11778,0
11779,0
11780,0
11781,0
11782,0
11783,0
11784,0
11785,0
11786,0
11787,0
11788,2
11789,0
11790,0
11791,0
11792,0
11793,0
11794,0
11795,0
11796,0
11797,0
11798,2
11799,2
11800,0
11801,2
11802,0
11803,0
11804,0
11805,0
11806,0
11807,0
11808,0
11809,0
11810,0
11811,0
11812,0
11813,0
11814,2
11815,2
11816,0
11817,0
11818,0
11819,0
11820,0
11821,0
11822,0
11823,0
11824,0
11825,2
11826,0
11827,0
11828,0
11829,0
11830,0
11831,0
11832,0
11833,0
11834,0
11835,0
11836,2
11837,0
11838,0
11839,0
11840,0
11841,0
11842,0
11843,0
11844,0
11845,0
11846,2
11847,0
11848,0
11849,0
11850,0
11851,0
11852,0
11853,0
11854,2
11855,0
11856,0
11857,0
11858,0
11859,0
11860,0
11861,0
11862,2
11863,0
11864,0
11865,0
11866,0
11867,0
11868,0
11869,0
11870,0
11871,0
11872,2
11873,0
11874,0
11875,0
11876,0
11877,2
11878,0
11879,0
11880,0
11881,2
11882,0
11883,0
11884,0
11885,0
11886,0
11887,0
11888,0
11889,0
11890,0
11891,2
11892,0
11893,0
11894,0
11895,0
11896,0
11897,0
11898,0
11899,0
11900,0
11901,0
11902,0
11903,0
11904,2
11905,2
11906,0
11907,0
11908,0
11909,1
11910,0
11911,2
11912,2
11913,0
11914,0
11915,0
11916,2
11917,0
11918,2
11919,0
11920,0
11921,2
11922,2
11923,0
11924,0
11925,2
11926,0
11927,2
11928,0
11929,0
11930,0
11931,0
11932,0
11933,2
11934,0
11935,0
11936,0
11937,0
11938,0
11939,0
11940,2
11941,0
11942,0
11943,0
11944,0
11945,0
11946,0
11947,0
11948,0
11949,0
11950,0
11951,2
11952,0
11953,0
11954,1
11955,2
11956,0
11957,0
11958,0
11959,2
11960,0
11961,0
11962,0
11963,0
11964,0
11965,0
11966,0
11967,2
11968,0
11969,0
11970,0
11971,2
11972,2
11973,1
11974,0
11975,0
11976,2
11977,0
11978,0
11979,0
11980,2
11981,0
11982,0
11983,2
11984,0
11985,0
11986,0
11987,0
11988,0
11989,2
11990,0
11991,0
11992,0
11993,0
11994,0
11995,0
11996,2
11997,0
11998,2
11999,0
12000,2
12001,2
12002,0
12003,2
12004,0
12005,0
12006,0
12007,0
12008,0
12009,2
12010,0
12011,2
12012,2
12013,0
12014,0
12015,0
12016,2
12017,0
12018,0
12019,0
12020,0
12021,0
12022,0
12023,0
12024,0
12025,0
12026,1
12027,0
12028,2
12029,1
12030,0
12031,0
12032,2
12033,0
12034,0
12035,0
12036,0
12037,0
12038,0
12039,2
12040,0
12041,2
12042,0
12043,0
12044,0
12045,2
12046,0
12047,0
12048,0
12049,0
12050,0
12051,0
12052,0
12053,0
12054,0
12055,0
12056,0
12057,0
12058,0
12059,0
12060,0
12061,0
12062,0
12063,0
12064,0
12065,0
12066,0
12067,0
12068,2
12069,2
12070,2
12071,0
12072,0
12073,0
12074,0
12075,0
12076,0
12077,0
12078,0
12079,0
12080,2
12081,0
12082,0
12083,0
12084,0
12085,2
12086,0
12087,0
12088,0
12089,0
12090,0
12091,0
12092,0
12093,2
12094,0
12095,0
12096,0
12097,1
12098,2
12099,0
12100,0
12101,0
12102,0
12103,0
12104,0
12105,0
12106,1
12107,0
12108,0
12109,2
12110,0
12111,0
12112,0
12113,0
12114,0
12115,0
12116,0
12117,2
12118,0
12119,0
12120,2
12121,0
12122,0
12123,0
12124,0
12125,0
12126,0
12127,0
12128,0
12129,0
12130,0
12131,0
12132,2
12133,0
12134,2
12135,0
12136,0
12137,0
12138,0
12139,0
12140,0
12141,0
12142,0
12143,0
12144,2
12145,0
12146,1
12147,0
12148,2
12149,0
12150,2
12151,0
12152,2
12153,0
12154,0
12155,0
12156,0
12157,0
12158,0
12159,2
12160,0
12161,0
12162,0
12163,0
12164,2
12165,0
12166,2
12167,0
12168,0
12169,0
12170,0
12171,0
12172,0
12173,2
12174,0
12175,2
12176,0
12177,0
12178,2
12179,0
12180,0
12181,2
12182,0
12183,0
12184,1
12185,0
12186,0
12187,2
12188,0
12189,0
12190,0
12191,0
12192,0
12193,0
12194,0
12195,0
12196,0
12197,0
12198,0
12199,0
12200,0
12201,0
12202,2
12203,0
12204,2
12205,0
12206,0
12207,0
12208,2
12209,0
12210,0
12211,0
12212,2
12213,0
12214,0
12215,0
12216,2
12217,2
12218,0
12219,0
12220,0
12221,0
12222,0
12223,0
12224,0
12225,0
12226,0
12227,0
12228,0
12229,0
12230,0
12231,0
12232,0
12233,0
12234,0
12235,0
12236,0
12237,0
12238,1
12239,2
12240,0
12241,0
12242,0
12243,0
12244,0
12245,0
12246,0
12247,0
12248,0
12249,0
12250,0
12251,0
12252,0
12253,0
12254,0
12255,0
12256,0
12257,0
12258,2
12259,2
12260,0
12261,0
12262,0
12263,0
12264,0
12265,0
12266,0
12267,0
12268,2
12269,2
12270,0
12271,0
12272,0
12273,2
12274,0
12275,0
12276,0
12277,0
12278,0
12279,0
12280,0
12281,2
12282,0
12283,0
12284,0
12285,2
12286,0
12287,0
12288,0
12289,0
12290,2
12291,0
12292,0
12293,2
12294,0
12295,0
12296,0
12297,0
12298,0
12299,0
12300,2
12301,0
12302,1
12303,0
12304,0
12305,0
12306,2
12307,0
12308,0
12309,0
12310,2
12311,0
12312,0
12313,0
12314,0
12315,0
12316,0
12317,2
12318,0
12319,0
12320,0
12321,2
12322,2
12323,0
12324,0
12325,0
12326,0
12327,0
12328,2
12329,0
12330,0
12331,0
12332,0
12333,0
12334,0
12335,0
12336,0
12337,2
12338,0
12339,2
12340,0
12341,2
12342,2
12343,0
12344,0
12345,2
12346,0
12347,0
12348,0
12349,0
12350,2
12351,0
12352,0
12353,0
12354,0
12355,0
12356,1
12357,0
12358,0
12359,0
12360,0
12361,0
12362,0
12363,0
12364,0
12365,0
12366,0
12367,2
12368,0
12369,0
12370,2
12371,0
12372,2
12373,0
12374,0
12375,2
12376,0
12377,0
12378,0
12379,0
12380,0
12381,1
12382,2
12383,0
12384,2
12385,0
12386,2
12387,2
12388,2
12389,0
12390,0
12391,0
12392,0
12393,2
12394,0
12395,2
12396,0
12397,1
12398,2
12399,0
12400,0
12401,0
12402,0
12403,0
12404,0
12405,0
12406,0
12407,2
12408,0
12409,0
12410,0
12411,0
12412,0
12413,0
12414,0
12415,0
12416,0
12417,2
12418,0
12419,0
12420,0
12421,0
12422,0
12423,0
12424,0
12425,0
12426,0
12427,0
12428,0
12429,0
12430,0
12431,0
12432,0
12433,0
12434,0
12435,2
12436,2
12437,0
12438,0
12439,0
12440,0
12441,0
12442,0
12443,0
12444,2
12445,2
12446,0
12447,0
12448,0
12449,0
12450,0
12451,0
12452,0
12453,2
12454,0
12455,0
12456,0
12457,0
12458,0
12459,2
12460,0
12461,0
12462,0
12463,2
12464,0
12465,0
12466,0
12467,0
12468,0
12469,0
12470,0
12471,2
12472,0
12473,0
12474,0
12475,0
12476,0
12477,0
12478,1
12479,0
12480,0
12481,0
12482,0
12483,0
12484,0
12485,2
12486,0
12487,0
12488,0
12489,2
12490,0
12491,0
12492,0
12493,2
12494,0
12495,0
12496,0
12497,0
12498,0
12499,0
12500,0
12501,0
12502,0
12503,0
12504,2
12505,0
12506,0
12507,0
12508,0
12509,0
12510,2
12511,0
12512,0
12513,0
12514,2
12515,0
12516,0
12517,2
12518,0
12519,0
12520,2
12521,0
12522,0
12523,0
12524,0
12525,0
12526,0
12527,0
12528,1
12529,2
12530,0
12531,0
12532,2
12533,2
12534,0
12535,0
12536,2
12537,0
12538,0
12539,0
12540,2
12541,0
12542,0
12543,0
12544,0
12545,2
12546,0
12547,2
12548,0
12549,0
12550,0
12551,2
12552,2
12553,0
12554,2
12555,0
12556,0
12557,0
12558,2
12559,2
12560,0
12561,0
12562,0
12563,2
12564,2
12565,0
12566,0
12567,0
12568,0
12569,0
12570,0
12571,0
12572,2
12573,0
12574,0
12575,2
12576,0
12577,0
12578,0
12579,0
12580,0
12581,2
12582,0
12583,2
12584,0
12585,0
12586,2
12587,0
12588,2
12589,0
12590,0
12591,0
12592,0
12593,0
12594,0
12595,0
12596,0
12597,0
12598,0
12599,0
12600,2
12601,2
12602,0
12603,0
12604,0
12605,2
12606,2
12607,0
12608,0
12609,0
12610,2
12611,0
12612,0
12613,0
12614,0
12615,0
12616,0
12617,0
12618,0
12619,0
12620,2
12621,0
12622,0
12623,0
12624,0
12625,0
12626,0
12627,2
12628,0
12629,0
12630,0
12631,0
12632,0
12633,0
12634,2
12635,0
12636,0
12637,0
12638,0
12639,0
12640,0
12641,0
12642,1
12643,0
12644,0
12645,0
12646,0
12647,2
12648,0
12649,0
12650,0
12651,0
12652,2
12653,0
12654,0
12655,0
12656,2
12657,2
12658,0
12659,0
12660,0
12661,0
12662,0
12663,2
12664,0
12665,0
12666,0
12667,0
12668,0
12669,0
12670,0
12671,0
12672,0
12673,0
12674,0
12675,2
12676,0
12677,0
12678,0
12679,0
12680,0
12681,0
12682,0
12683,0
12684,0
12685,0
12686,2
12687,0
12688,2
12689,1
12690,0
12691,0
12692,0
12693,0
12694,0
12695,0
12696,0
12697,2
12698,2
12699,2
12700,0
12701,0
12702,0
12703,0
12704,0
12705,0
12706,0
12707,0
12708,0
12709,0
12710,2
12711,0
12712,2
12713,2
12714,0
12715,1
12716,0
12717,0
12718,0
12719,0
12720,0
12721,0
12722,0
12723,0
12724,2
12725,2
12726,0
12727,2
12728,0
12729,0
12730,0
12731,0
12732,2
12733,0
12734,0
12735,0
12736,0
12737,0
12738,2
12739,0
12740,0
12741,0
12742,0
12743,0
12744,0
12745,0
12746,0
12747,2
12748,0
12749,2
12750,0
12751,0
12752,0
12753,0
12754,0
12755,0
12756,0
12757,2
12758,2
12759,0
12760,0
12761,0
12762,0
12763,0
12764,0
12765,0
12766,0
12767,0
12768,0
12769,2
12770,0
12771,0
12772,2
12773,0
12774,0
12775,0
12776,0
12777,0
12778,0
12779,0
12780,0
12781,0
12782,0
12783,0
12784,0
12785,0
12786,2
12787,0
12788,0
12789,0
12790,2
12791,0
12792,0
12793,0
12794,0
12795,0
12796,0
12797,0
12798,2
12799,0
12800,0
12801,0
12802,0
12803,0
12804,0
12805,0
12806,0
12807,0
12808,0
12809,0
12810,0
12811,0
12812,2
12813,0
12814,0
12815,2
12816,2
12817,0
12818,2
12819,0
12820,2
12821,0
12822,0
12823,0
12824,0
12825,0
12826,2
12827,0
12828,0
12829,0
12830,2
12831,0
12832,2
12833,0
12834,0
12835,0
12836,2
12837,0
12838,0
12839,0
12840,0
12841,0
12842,0
12843,0
12844,0
12845,2
12846,0
12847,0
12848,0
12849,0
12850,0
12851,0
12852,2
12853,0
12854,0
12855,0
12856,0
12857,0
12858,0
12859,0
12860,0
12861,2
12862,2
12863,2
12864,1
12865,0
12866,2
12867,0
12868,0
12869,0
12870,0
12871,2
12872,2
12873,0
12874,0
12875,0
12876,0
12877,2
12878,0
12879,2
12880,0
12881,0
12882,0
12883,0
12884,0
12885,0
12886,0
12887,0
12888,2
12889,0
12890,0
12891,0
12892,0
12893,2
12894,0
12895,2
12896,0
12897,0
12898,2
12899,0
12900,0
12901,0
12902,0
12903,0
12904,0
12905,0
12906,2
12907,2
12908,2
12909,0
12910,0
12911,2
12912,0
12913,0
12914,2
12915,0
12916,0
12917,0
12918,2
12919,0
12920,0
12921,0
12922,0
12923,0
12924,0
12925,0
12926,0
12927,0
12928,2
12929,0
12930,2
12931,1
12932,0
12933,0
12934,0
12935,0
12936,0
12937,2
12938,0
12939,2
12940,0
12941,0
12942,0
12943,0
12944,2
12945,0
12946,0
12947,0
12948,0
12949,0
12950,0
12951,0
12952,0
12953,0
12954,2
12955,0
12956,2
12957,2
12958,0
12959,0
12960,0
12961,0
12962,0
12963,0
12964,0
12965,0
12966,0
12967,0
12968,0
12969,0
12970,0
12971,0
12972,0
12973,0
12974,2
12975,0
12976,0
12977,2
12978,2
12979,2
12980,0
12981,0
12982,0
12983,0
12984,0
12985,2
12986,0
12987,2
12988,0
12989,2
12990,2
12991,0
12992,2
12993,2
12994,0
12995,2
12996,0
12997,0
12998,0
12999,0
13000,0
13001,0
13002,0
13003,0
13004,0
13005,0
13006,0
13007,2
13008,0
13009,0
13010,0
13011,0
13012,0
13013,2
13014,0
13015,2
13016,0
13017,0
13018,2
13019,0
13020,2
13021,0
13022,0
13023,0
13024,0
13025,0
13026,0
13027,0
13028,2
13029,0
13030,2
13031,2
13032,0
13033,2
13034,0
13035,0
13036,2
13037,0
13038,0
13039,0
13040,2
13041,0
13042,0
13043,0
13044,0
13045,0
13046,0
13047,1
13048,0
13049,0
13050,0
13051,0
13052,0
13053,0
13054,2
13055,0
13056,0
13057,0
13058,0
13059,0
13060,0
13061,0
13062,0
13063,2
13064,0
13065,2
13066,0
13067,0
13068,0
13069,2
13070,0
13071,0
13072,0
13073,0
13074,0
13075,0
13076,0
13077,0
13078,0
13079,0
13080,2
13081,0
13082,0
13083,0
13084,2
13085,0
13086,0
13087,0
13088,0
13089,0
13090,0
13091,0
13092,0
13093,2
13094,2
13095,0
13096,0
13097,0
13098,0
13099,0
13100,2
13101,0
13102,0
13103,2
13104,2
13105,0
13106,0
13107,0
13108,0
13109,2
13110,2
13111,2
13112,0
13113,0
13114,0
13115,0
13116,0
13117,2
13118,0
13119,0
13120,0
13121,0
13122,0
13123,0
13124,2
13125,0
13126,0
13127,0
13128,0
13129,0
13130,2
13131,0
13132,2
13133,0
13134,0
13135,2
13136,2
13137,2
13138,0
13139,0
13140,0
13141,0
13142,0
13143,0
13144,0
13145,0
13146,2
13147,0
13148,0
13149,2
13150,2
13151,0
13152,2
13153,2
13154,0
13155,0
13156,0
13157,0
13158,0
13159,2
13160,0
13161,2
13162,0
13163,2
13164,0
13165,0
13166,0
13167,0
13168,0
13169,2
13170,0
13171,0
13172,0
13173,0
13174,0
13175,0
13176,0
13177,0
13178,0
13179,0
13180,0
13181,0
13182,2
13183,0
13184,0
13185,0
13186,0
13187,0
13188,0
13189,0
13190,0
13191,2
13192,0
13193,0
13194,2
13195,0
13196,0
13197,2
13198,2
13199,0
13200,0
13201,0
13202,0
13203,0
13204,2
13205,0
13206,0
13207,0
13208,0
13209,0
13210,0
13211,0
13212,1
13213,0
13214,0
13215,0
13216,2
13217,0
13218,2
13219,0
13220,0
13221,1
13222,0
13223,0
13224,0
13225,2
13226,2
13227,0
13228,0
13229,0
13230,0
13231,0
13232,0
13233,0
13234,0
13235,0
13236,2
13237,0
13238,0
13239,1
13240,0
13241,2
13242,0
13243,0
13244,0
13245,0
13246,0
13247,0
13248,0
13249,2
13250,0
13251,2
13252,0
13253,0
13254,0
13255,0
13256,0
13257,2
13258,0
13259,0
13260,0
13261,0
13262,0
13263,0
13264,0
13265,2
13266,0
13267,0
13268,0
13269,0
13270,0
13271,0
13272,0
13273,0
13274,0
13275,0
13276,2
13277,0
13278,2
13279,0
13280,0
13281,0
13282,0
13283,0
13284,0
13285,0
13286,0
13287,0
13288,0
13289,0
13290,0
13291,0
13292,2
13293,0
13294,0
13295,0
13296,0
13297,0
13298,0
13299,0
13300,0
13301,0
13302,0
13303,0
13304,0
13305,0
13306,0
13307,2
13308,0
13309,0
13310,0
13311,0
13312,2
13313,0
13314,0
13315,2
13316,0
13317,0
13318,0
13319,0
13320,0
13321,0
13322,0
13323,0
13324,0
13325,0
13326,2
13327,0
13328,2
13329,0
13330,0
13331,0
13332,0
13333,0
13334,0
13335,0
13336,0
13337,0
13338,0
13339,2
13340,0
13341,0
13342,0
13343,0
13344,0
13345,0
13346,0
13347,0
13348,0
13349,0
13350,0
13351,2
13352,0
13353,0
13354,0
13355,0
13356,0
13357,0
13358,0
13359,2
13360,0
13361,0
13362,0
13363,2
13364,2
13365,2
13366,0
13367,0
13368,0
13369,0
13370,2
13371,0
13372,2
13373,2
13374,2
13375,0
13376,0
13377,0
13378,2
13379,0
13380,2
13381,0
13382,0
13383,0
13384,2
13385,0
13386,0
13387,2
13388,0
13389,2
13390,0
13391,0
13392,0
13393,0
13394,0
13395,2
13396,0
13397,2
13398,0
13399,0
13400,2
13401,2
13402,0
13403,0
13404,0
13405,2
13406,0
13407,0
13408,0
13409,2
13410,0
13411,0
13412,0
13413,2
13414,0
13415,0
13416,2
13417,2
13418,0
13419,0
13420,0
13421,0
13422,0
13423,2
13424,0
13425,0
13426,0
13427,0
13428,0
13429,0
13430,0
13431,0
13432,0
13433,0
13434,2
13435,2
13436,1
13437,2
13438,0
13439,2
13440,0
13441,0
13442,2
13443,0
13444,2
13445,0
13446,2
13447,0
13448,0
13449,2
13450,0
13451,0
13452,0
13453,0
13454,2
13455,0
13456,0
13457,1
13458,0
13459,0
13460,0
13461,0
13462,0
13463,0
13464,0
13465,2
13466,0
13467,2
13468,0
13469,0
13470,0
13471,0
13472,2
13473,0
13474,0
13475,0
13476,0
13477,0
13478,0
13479,2
13480,0
13481,2
13482,1
13483,0
13484,0
13485,0
13486,2
13487,0
13488,2
13489,0
13490,0
13491,0
13492,0
13493,0
13494,0
13495,2
13496,0
13497,0
13498,0
13499,0
13500,0
13501,0
13502,0
13503,0
13504,2
13505,2
13506,0
13507,0
13508,1
13509,0
13510,0
13511,2
13512,0
13513,0
13514,0
13515,0
13516,0
13517,0
13518,2
13519,1
13520,0
13521,0
13522,0
13523,2
13524,2
13525,0
13526,2
13527,0
13528,0
13529,2
13530,0
13531,0
13532,0
13533,0
13534,0
13535,0
13536,0
13537,0
13538,2
13539,0
13540,0
13541,0
13542,0
13543,0
13544,2
13545,2
13546,0
13547,0
13548,0
13549,1
13550,2
13551,0
13552,0
13553,0
13554,0
13555,0
13556,0
13557,0
13558,0
13559,0
13560,0
13561,0
13562,0
13563,0
13564,0
13565,0
13566,0
13567,0
13568,0
13569,0
13570,0
13571,0
13572,0
13573,0
13574,0
13575,0
13576,2
13577,0
13578,2
13579,0
13580,0
13581,0
13582,0
13583,0
13584,0
13585,0
13586,0
13587,0
13588,0
13589,0
13590,0
13591,0
13592,2
13593,0
13594,0
13595,0
13596,0
13597,0
13598,0
13599,0
13600,2
13601,0
13602,0
13603,2
13604,0
13605,0
13606,2
13607,0
13608,0
13609,2
13610,0
13611,0
13612,0
13613,0
13614,2
13615,0
13616,0
13617,0
13618,0
13619,2
13620,0
13621,1
13622,0
13623,0
13624,0
13625,0
13626,0
13627,2
13628,0
13629,0
13630,0
13631,0
13632,0
13633,2
13634,0
13635,0
13636,0
13637,2
13638,2
13639,0
13640,0
13641,0
13642,2
13643,0
13644,0
13645,0
13646,0
13647,0
13648,0
13649,0
13650,0
13651,0
13652,0
13653,0
13654,2
13655,0
13656,0
13657,0
13658,0
13659,0
13660,0
13661,0
13662,2
13663,0
13664,0
13665,2
13666,0
13667,0
13668,0
13669,0
13670,0
13671,2
13672,2
13673,2
13674,0
13675,2
13676,0
13677,0
13678,2
13679,2
13680,2
13681,0
13682,0
13683,0
13684,0
13685,0
13686,2
13687,2
13688,0
13689,2
13690,0
13691,0
13692,0
13693,0
13694,2
13695,0
13696,2
13697,0
13698,0
13699,0
13700,2
13701,0
13702,2
13703,0
13704,2
13705,0
13706,2
13707,0
13708,0
13709,0
13710,0
13711,0
13712,0
13713,2
13714,0
13715,0
13716,0
13717,2
13718,0
13719,2
13720,2
13721,0
13722,2
13723,0
13724,2
13725,0
13726,0
13727,0
13728,0
13729,2
13730,0
13731,0
13732,0
13733,0
13734,0
13735,0
13736,0
13737,0
13738,2
13739,2
13740,0
13741,0
13742,0
13743,0
13744,0
13745,0
13746,0
13747,0
13748,0
13749,2
13750,0
13751,0
13752,2
13753,0
13754,0
13755,0
13756,2
13757,2
13758,0
13759,0
13760,0
13761,0
13762,0
13763,0
13764,0
13765,2
13766,0
13767,2
13768,2
13769,0
13770,0
13771,0
13772,0
13773,0
13774,0
13775,0
13776,0
13777,0
13778,0
13779,0
13780,0
13781,0
13782,0
13783,2
13784,0
13785,2
13786,0
13787,0
13788,2
13789,2
13790,0
13791,0
13792,0
13793,2
13794,0
13795,2
13796,0
13797,0
13798,0
13799,0
13800,0
13801,2
13802,0
13803,0
13804,0
13805,0
13806,0
13807,0
13808,0
13809,0
13810,0
13811,0
13812,0
13813,0
13814,0
13815,0
13816,2
13817,0
13818,0
13819,2
13820,0
13821,0
13822,2
13823,0
13824,0
13825,0
13826,2
13827,0
13828,2
13829,2
13830,0
13831,0
13832,2
13833,0
13834,0
13835,2
13836,0
13837,0
13838,0
13839,0
13840,0
13841,0
13842,2
13843,2
13844,0
13845,0
13846,0
13847,0
13848,0
13849,0
13850,1
13851,0
13852,2
13853,2
13854,0
13855,0
13856,0
13857,0
13858,0
13859,2
13860,0
13861,0
13862,0
13863,2
13864,0
13865,2
13866,0
13867,0
13868,2
13869,0
13870,0
13871,0
13872,0
13873,0
13874,2
13875,2
13876,2
13877,0
13878,0
13879,0
13880,0
13881,0
13882,0
13883,0
13884,0
13885,0
13886,0
13887,2
13888,0
13889,2
13890,0
13891,0
13892,2
13893,2
13894,0
13895,0
13896,0
13897,0
13898,0
13899,0
13900,0
13901,0
13902,0
13903,0
13904,0
13905,0
13906,0
13907,0
13908,2
13909,0
13910,2
13911,0
13912,0
13913,0
13914,0
13915,0
13916,0
13917,2
13918,0
13919,0
13920,2
13921,0
13922,0
13923,0
13924,0
13925,1
13926,0
13927,2
13928,1
13929,2
13930,0
13931,0
13932,0
13933,0
13934,0
13935,0
13936,0
13937,0
13938,0
13939,0
13940,2
13941,0
13942,0
13943,0
13944,0
13945,2
13946,0
13947,0
13948,0
13949,0
13950,0
13951,0
13952,0
13953,0
13954,2
13955,0
13956,0
13957,0
13958,0
13959,0
13960,0
13961,2
13962,0
13963,2
13964,0
13965,2
13966,0
13967,0
13968,2
13969,2
13970,0
13971,0
13972,0
13973,0
13974,0
13975,0
13976,0
13977,0
13978,0
13979,0
13980,0
13981,2
13982,0
13983,2
13984,0
13985,0
13986,0
13987,0
13988,0
13989,2
13990,0
13991,0
13992,0
13993,0
13994,0
13995,0
13996,2
13997,1
13998,0
13999,0
14000,2
14001,0
14002,2
14003,0
14004,2
14005,2
14006,0
14007,0
14008,0
14009,2
14010,0
14011,0
14012,0
14013,0
14014,0
14015,0
14016,0
14017,0
14018,0
14019,0
14020,0
14021,0
14022,2
14023,2
14024,0
14025,0
14026,2
14027,0
14028,2
14029,0
14030,0
14031,0
14032,2
14033,0
14034,0
14035,2
14036,0
14037,0
14038,0
14039,0
14040,2
14041,0
14042,2
14043,0
14044,2
14045,0
14046,2
14047,0
14048,0
14049,1
14050,2
14051,0
14052,0
14053,0
14054,0
14055,2
14056,2
14057,0
14058,2
14059,0
14060,0
14061,0
14062,2
14063,0
14064,0
14065,0
14066,0
14067,0
14068,0
14069,0
14070,2
14071,0
14072,0
14073,0
14074,0
14075,0
14076,0
14077,0
14078,0
14079,2
14080,0
14081,1
14082,2
14083,0
14084,0
14085,0
14086,2
14087,0
14088,0
14089,0
14090,0
14091,2
14092,0
14093,0
14094,2
14095,0
14096,0
14097,0
14098,0
14099,0
14100,2
14101,2
14102,0
14103,0
14104,2
14105,2
14106,0
14107,0
14108,0
14109,0
14110,2
14111,0
14112,2
14113,0
14114,0
14115,0
14116,0
14117,2
14118,0
14119,2
14120,0
14121,0
14122,0
14123,0
14124,2
14125,0
14126,0
14127,2
14128,0
14129,0
14130,0
14131,0
14132,0
14133,0
14134,0
14135,0
14136,0
14137,2
14138,0
14139,0
14140,0
14141,0
14142,0
14143,0
14144,2
14145,0
14146,2
14147,2
14148,0
14149,0
14150,0
14151,0
14152,2
14153,0
14154,0
14155,0
14156,0
14157,0
14158,0
14159,0
14160,0
14161,0
14162,2
14163,2
14164,0
14165,0
14166,0
14167,0
14168,0
14169,0
14170,2
14171,0
14172,2
14173,2
14174,0
14175,0
14176,0
14177,0
14178,0
14179,2
14180,0
14181,0
14182,0
14183,0
14184,0
14185,0
14186,0
14187,0
14188,0
14189,0
14190,2
14191,0
14192,2
14193,0
